City,Date,TempMin,TempMax,TempAvg,FeelsLike,Humidity,WindSpeed,Pressure,CloudCover,Rainfall,Weather
Muzaffarnagar,2026-03-21,29.6,36.6,32.6,34.6,83,2.9,1005,41,1.6,Rain
Etawah,2026-03-17,30.2,37.2,33.2,35.2,66,3.2,1002,27,1.5,Rain
Etawah,2026-03-18,34.7,41.7,37.7,39.7,71,4,1015,3,0,Clear
Etawah,2026-03-19,35.6,42.6,38.6,40.6,61,2.9,1013,0,1.2,Rain
Etawah,2026-03-20,34.6,41.6,37.6,39.6,78,7.8,1003,44,0,Haze
Etawah,2026-03-21,31,38,34,36,82,6.1,1007,20,0,Clear
Firozabad,2026-03-17,33.3,40.3,36.3,38.3,58,7.1,1017,30,0,Mist
Firozabad,2026-03-18,30,37,33,35,83,2.4,1017,19,0,Mist
Firozabad,2026-03-19,30,37,33,35,77,3,1012,50,12.1,Rain
Firozabad,2026-03-20,31,38,34,36,78,4.4,1004,42,11.1,Rain
Firozabad,2026-03-21,32.2,39.2,35.2,37.2,54,6.6,1007,31,0,Mist
Hardoi,2026-03-17,32,39,35,37,72,4,1007,41,0,Mist
Hardoi,2026-03-18,30.4,37.4,33.4,35.4,50,2.7,1011,8,0,Clouds
Hardoi,2026-03-19,32.5,39.5,35.5,37.5,75,5.9,1010,65,0,Haze
Hardoi,2026-03-20,32.4,39.4,35.4,37.4,78,7.1,1012,69,0,Haze
Hardoi,2026-03-21,28.1,35.1,31.1,33.1,81,5.5,1014,33,0,Clouds
Rampur,2026-03-17,30.4,37.4,33.4,35.4,67,3.2,1011,45,0,Clear
Rampur,2026-03-18,30.5,37.5,33.5,35.5,64,7.8,1009,65,0,Haze
Rampur,2026-03-19,28.6,35.6,31.6,33.6,70,5.8,1012,67,10.1,Rain
Rampur,2026-03-20,31.8,38.8,34.8,36.8,53,4.3,1012,35,0,Haze
Rampur,2026-03-21,33.9,40.9,36.9,38.9,80,2.8,1009,11,0,Clear
Rae Bareli,2026-03-17,31.7,38.7,34.7,36.7,56,3.6,1006,33,0,Clouds
Rae Bareli,2026-03-18,33.1,40.1,36.1,38.1,78,6.1,1016,18,0,Mist
Rae Bareli,2026-03-19,32.2,39.2,35.2,37.2,75,5.2,1014,22,0,Clouds
Rae Bareli,2026-03-20,31.7,38.7,34.7,36.7,59,4.7,1010,68,0,Haze
Rae Bareli,2026-03-21,30,37,33,35,74,3,1011,16,0,Clear
Bijnor,2026-03-17,29.7,36.7,32.7,34.7,63,7.6,1017,34,0.6,Rain
Bijnor,2026-03-18,31.1,38.1,34.1,36.1,52,7.3,1017,11,0,Clouds
Bijnor,2026-03-19,28.3,35.3,31.3,33.3,68,3.7,1008,52,0,Clear
Bijnor,2026-03-20,30.2,37.2,33.2,35.2,84,3,1007,5,0,Haze
Bijnor,2026-03-21,31.8,38.8,34.8,36.8,52,2.7,1017,24,0,Clear
Sitapur,2026-03-17,31.5,38.5,34.5,36.5,64,3.4,1008,14,0,Haze
Sitapur,2026-03-18,28.6,35.6,31.6,33.6,75,4.9,1006,41,0,Mist
Sitapur,2026-03-19,33,40,36,38,83,2.3,1005,26,0,Haze
Sitapur,2026-03-20,31,38,34,36,62,2.7,1015,36,0,Clear
Sitapur,2026-03-21,32.2,39.2,35.2,37.2,61,6.8,1004,47,0,Clear
Lucknow,2026-03-22,31.5,38.5,34.5,36.5,81,2.5,1005,0,6.5,Rain
Agra,2026-03-22,30,37,33,35,55,6.5,1006,54,0,Clouds
Varanasi,2026-03-22,31.2,38.2,34.2,36.2,63,2.2,1000,19,0,Haze
Noida,2026-03-22,31.5,38.5,34.5,36.5,68,4,1008,48,2.5,Rain
Kanpur,2026-03-22,28.7,35.7,31.7,33.7,52,7.6,1009,35,0,Clouds
Meerut,2026-03-22,28.3,35.3,31.3,33.3,77,7.5,1017,27,0,Clear
Bareilly,2026-03-22,30.3,37.3,33.3,35.3,81,5.5,1010,65,0,Haze
Aligarh,2026-03-22,30,37,33,35,63,5.8,1012,21,0,Mist
Moradabad,2026-03-22,30.8,37.8,33.8,35.8,84,6.5,1017,0,0,Clear
Gorakhpur,2026-03-22,32.5,39.5,35.5,37.5,62,3,1013,67,0,Clear
Jhansi,2026-03-22,32.6,39.6,35.6,37.6,66,6.8,1016,32,10,Rain
Ayodhya,2026-03-22,32.5,39.5,35.5,37.5,76,6.5,1014,32,5.2,Rain
Saharanpur,2026-03-22,28.7,35.7,31.7,33.7,82,6.8,1010,13,0,Mist
Firozabad,2026-03-22,34.7,41.7,37.7,39.7,51,6.7,1002,17,1.3,Rain
Ghaziabad,2026-03-22,32.5,39.5,35.5,37.5,69,3.4,1009,2,0,Mist
Prayagraj,2026-03-22,31.1,38.1,34.1,36.1,53,6.5,1000,37,0,Clouds
Muzaffarnagar,2026-03-22,30.8,37.8,33.8,35.8,76,2.5,1016,9,0,Haze
Mathura,2026-03-22,33.3,40.3,36.3,38.3,79,4.4,1004,26,12.4,Rain
Bijnor,2026-03-22,30,37,33,35,50,4.9,1006,5,0,Mist
Rampur,2026-03-22,33.1,40.1,36.1,38.1,54,7.9,1004,48,0,Haze
Etawah,2026-03-22,35.7,42.7,38.7,40.7,53,5.9,1005,46,0,Clear
Rae Bareli,2026-03-22,29.4,36.4,32.4,34.4,78,2.6,1015,38,0,Haze
Sitapur,2026-03-22,33,40,36,38,84,2.4,1013,39,0,Mist
Hardoi,2026-03-22,31,38,34,36,72,6.5,1002,44,5.8,Rain
Lucknow,2026-03-23,29.6,36.6,32.6,34.6,66,5.1,1015,53,0,Clear
Varanasi,2026-03-23,30.1,37.1,33.1,35.1,84,4.7,1002,43,0,Haze
Prayagraj,2026-03-23,31.8,38.8,34.8,36.8,70,7.2,1007,8,5.1,Rain
Agra,2026-03-23,35.4,42.4,38.4,40.4,70,4.3,1010,46,12.7,Rain
Ghaziabad,2026-03-23,29.9,36.9,32.9,34.9,56,4.1,1001,0,0,Haze
Noida,2026-03-23,32,39,35,37,52,3.1,1011,46,0,Mist
Meerut,2026-03-23,27,34,30,32,63,6.1,1017,61,0,Clouds
Bareilly,2026-03-23,28.4,35.4,31.4,33.4,84,4.4,1004,33,0,Mist
Aligarh,2026-03-23,31,38,34,36,80,4,1016,19,0,Clear
Moradabad,2026-03-23,32.1,39.1,35.1,37.1,74,5.3,1004,62,0,Mist
Gorakhpur,2026-03-23,29.4,36.4,32.4,34.4,64,2.2,1001,28,0,Haze
Jhansi,2026-03-23,37.4,44.4,40.4,42.4,64,2.3,1012,45,0,Haze
Ayodhya,2026-03-23,29.6,36.6,32.6,34.6,84,6.8,1009,68,0,Haze
Mathura,2026-03-23,31,38,34,36,83,2.8,1009,42,0,Clear
Saharanpur,2026-03-23,28.7,35.7,31.7,33.7,52,2.9,1015,41,0,Clear
Firozabad,2026-03-23,33.3,40.3,36.3,38.3,74,2.8,1016,69,0,Haze
Bijnor,2026-03-23,30.1,37.1,33.1,35.1,84,5.5,1017,0,12,Rain
Muzaffarnagar,2026-03-23,29.4,36.4,32.4,34.4,82,7.3,1011,30,0,Mist
Hardoi,2026-03-23,31.9,38.9,34.9,36.9,80,4.8,1017,6,0,Clouds
Sitapur,2026-03-23,30.2,37.2,33.2,35.2,65,2.4,1012,22,6.1,Rain
Kanpur,2026-03-23,28.1,35.1,31.1,33.1,54,3.2,1007,22,7.7,Rain
Rae Bareli,2026-03-23,31.2,38.2,34.2,36.2,83,7.4,1009,0,0,Haze
Etawah,2026-03-23,35.3,42.3,38.3,40.3,67,2,1012,5,0,Clear
Rampur,2026-03-23,33.4,40.4,36.4,38.4,84,4.3,1004,8,0,Clear
Prayagraj,2026-03-24,30.2,37.2,33.2,35.2,62,3.9,1010,18,0,Mist
Kanpur,2026-03-24,33.6,40.6,36.6,38.6,72,2.9,1008,65,0,Mist
Varanasi,2026-03-24,28.6,35.6,31.6,33.6,71,5.4,1015,68,0,Clouds
Lucknow,2026-03-24,30.9,37.9,33.9,35.9,50,2.9,1016,3,6.7,Rain
Noida,2026-03-24,32.9,39.9,35.9,37.9,68,3.3,1014,30,0,Mist
Agra,2026-03-24,33,40,36,38,60,5.2,1008,20,1.9,Rain
Ghaziabad,2026-03-24,29.8,36.8,32.8,34.8,69,3.2,1013,31,0,Haze
Meerut,2026-03-24,30.1,37.1,33.1,35.1,77,3.8,1006,27,3.8,Rain
Bareilly,2026-03-24,30.3,37.3,33.3,35.3,68,4.2,1012,45,0,Clouds
Aligarh,2026-03-24,34.7,41.7,37.7,39.7,50,2.9,1015,30,0,Clear
Moradabad,2026-03-24,32.7,39.7,35.7,37.7,55,5.5,1015,54,0,Haze
Gorakhpur,2026-03-24,33.8,40.8,36.8,38.8,51,2.2,1011,27,0,Mist
Jhansi,2026-03-24,35,42,38,40,52,6.5,1015,66,0,Clear
Ayodhya,2026-03-24,29.9,36.9,32.9,34.9,51,6.3,1016,54,0,Mist
Mathura,2026-03-24,34.6,41.6,37.6,39.6,70,7.6,1004,40,0,Haze
Saharanpur,2026-03-24,32,39,35,37,80,6.8,1000,2,0,Haze
Muzaffarnagar,2026-03-24,27.7,34.7,30.7,32.7,78,7.5,1000,36,12.4,Rain
Firozabad,2026-03-24,34.9,41.9,37.9,39.9,74,7,1003,28,0,Haze
Rampur,2026-03-24,30.6,37.6,33.6,35.6,62,7.8,1016,47,0,Haze
Bijnor,2026-03-24,32.1,39.1,35.1,37.1,58,6.1,1015,23,0,Haze
Rae Bareli,2026-03-24,28.1,35.1,31.1,33.1,52,4.5,1000,0,0,Haze
Etawah,2026-03-24,35.7,42.7,38.7,40.7,65,3.1,1008,46,0,Clouds
Sitapur,2026-03-24,29.1,36.1,32.1,34.1,62,6.2,1010,32,0,Mist
Hardoi,2026-03-24,29.5,36.5,32.5,34.5,67,5.1,1004,11,0,Clouds
Lucknow,2026-03-25,30.8,37.8,33.8,35.8,81,6.8,1017,31,0,Haze
Prayagraj,2026-03-25,30.5,37.5,33.5,35.5,70,4.8,1000,56,0,Clouds
Kanpur,2026-03-25,30.3,37.3,33.3,35.3,55,7.7,1003,65,0,Clouds
Ghaziabad,2026-03-25,33.5,40.5,36.5,38.5,68,6.5,1007,11,0,Mist
Meerut,2026-03-25,32.8,39.8,35.8,37.8,56,7.9,1008,62,0,Clear
Varanasi,2026-03-25,28.8,35.8,31.8,33.8,54,4.4,1009,24,0,Clouds
Noida,2026-03-25,33,40,36,38,55,2.8,1016,60,0,Clouds
Bareilly,2026-03-25,31.2,38.2,34.2,36.2,60,6,1004,62,0,Clouds
Moradabad,2026-03-25,32.6,39.6,35.6,37.6,52,3.1,1000,61,10.9,Rain
Agra,2026-03-25,32.4,39.4,35.4,37.4,50,5.4,1002,52,5.1,Rain
Aligarh,2026-03-25,30.3,37.3,33.3,35.3,71,5.3,1013,26,0,Haze
Ayodhya,2026-03-25,28.9,35.9,31.9,33.9,73,4.9,1010,39,0,Clouds
Mathura,2026-03-25,35.2,42.2,38.2,40.2,70,7.1,1001,12,0,Haze
Gorakhpur,2026-03-25,33.8,40.8,36.8,38.8,68,6.2,1008,7,0,Haze
Jhansi,2026-03-25,35.6,42.6,38.6,40.6,84,6.5,1017,18,0,Mist
Saharanpur,2026-03-25,30,37,33,35,68,6.2,1011,59,0,Clouds
Rampur,2026-03-25,28.6,35.6,31.6,33.6,65,2.9,1017,17,2.9,Rain
Rae Bareli,2026-03-25,30.2,37.2,33.2,35.2,69,2.7,1012,20,0,Haze
Bijnor,2026-03-25,30.2,37.2,33.2,35.2,83,5.1,1014,62,0,Mist
Firozabad,2026-03-25,35.9,42.9,38.9,40.9,82,3.5,1000,32,0,Clear
Etawah,2026-03-25,31.8,38.8,34.8,36.8,78,4.3,1007,13,0,Clouds
Sitapur,2026-03-25,30.4,37.4,33.4,35.4,62,7.7,1000,30,0,Clear
Muzaffarnagar,2026-03-25,32,39,35,37,50,5.2,1003,66,2.1,Rain
Hardoi,2026-03-25,28.2,35.2,31.2,33.2,54,4.6,1007,26,0,Mist
Lucknow,2026-03-30,30.1,37.1,33.1,35.1,67,6,1009,48,0,Mist
Lucknow,2026-03-31,29.3,36.3,32.3,34.3,75,7.1,1016,10,0,Haze
Lucknow,2026-04-01,27.9,34.9,30.9,32.9,56,4.2,1001,4,0,Clear
Lucknow,2026-04-02,30.4,37.4,33.4,35.4,63,5,1006,43,0,Clouds
Lucknow,2026-04-03,30.2,37.2,33.2,35.2,51,2.5,1006,23,0.7,Rain
Agra,2026-03-30,35.8,42.8,38.8,40.8,72,2.7,1004,30,0,Clouds
Agra,2026-03-31,34.9,41.9,37.9,39.9,77,3.5,1011,4,0,Mist
Agra,2026-04-01,30.2,37.2,33.2,35.2,83,3.1,1007,15,0,Clear
Agra,2026-04-02,33.5,40.5,36.5,38.5,50,7,1001,32,1.1,Rain
Agra,2026-04-03,33.6,40.6,36.6,38.6,76,2.5,1013,55,0,Haze
Kanpur,2026-03-30,30.2,37.2,33.2,35.2,72,4.9,1005,5,9,Rain
Kanpur,2026-03-31,31.9,38.9,34.9,36.9,61,2.9,1009,33,0,Mist
Kanpur,2026-04-01,33.7,40.7,36.7,38.7,74,6.5,1008,9,0,Mist
Kanpur,2026-04-02,31.6,38.6,34.6,36.6,74,7.6,1008,31,0,Mist
Kanpur,2026-04-03,33.9,40.9,36.9,38.9,56,5.1,1006,26,0,Clear
Noida,2026-03-30,28.6,35.6,31.6,33.6,76,7,1011,16,0,Mist
Noida,2026-03-31,33.4,40.4,36.4,38.4,83,4.8,1017,23,0,Clear
Noida,2026-04-01,31.3,38.3,34.3,36.3,53,7.3,1008,64,0,Mist
Noida,2026-04-02,32.2,39.2,35.2,37.2,83,2.5,1008,63,0,Mist
Noida,2026-04-03,28.8,35.8,31.8,33.8,66,4,1012,22,1,Rain
Prayagraj,2026-03-30,34.4,41.4,37.4,39.4,66,4.9,1016,52,0,Mist
Prayagraj,2026-03-31,30,37,33,35,76,5.1,1001,14,0,Clouds
Prayagraj,2026-04-01,34,41,37,39,80,3.4,1003,68,0,Mist
Prayagraj,2026-04-02,29.9,36.9,32.9,34.9,55,4.3,1006,60,4.1,Rain
Prayagraj,2026-04-03,31.1,38.1,34.1,36.1,70,7.2,1013,33,0,Clear
Bareilly,2026-03-30,29.9,36.9,32.9,34.9,74,6.4,1010,51,0,Clear
Bareilly,2026-03-31,32.2,39.2,35.2,37.2,67,2.2,1010,33,0,Haze
Bareilly,2026-04-01,31.6,38.6,34.6,36.6,62,5.3,1001,57,0,Haze
Bareilly,2026-04-02,30.5,37.5,33.5,35.5,71,5.3,1017,16,0,Haze
Bareilly,2026-04-03,30.6,37.6,33.6,35.6,83,6.9,1009,5,0,Clear
Meerut,2026-03-30,27.6,34.6,30.6,32.6,68,7.9,1005,20,0,Clouds
Meerut,2026-03-31,30,37,33,35,55,2.1,1015,22,0,Clouds
Meerut,2026-04-01,31.6,38.6,34.6,36.6,56,5.3,1017,12,5.4,Rain
Meerut,2026-04-02,31.3,38.3,34.3,36.3,72,2.2,1009,15,0,Mist
Meerut,2026-04-03,29.2,36.2,32.2,34.2,60,3.5,1004,20,0,Clouds
Aligarh,2026-03-30,30.3,37.3,33.3,35.3,69,5.7,1012,57,10.2,Rain
Aligarh,2026-03-31,31,38,34,36,70,3.4,1000,49,0,Mist
Aligarh,2026-04-01,31.5,38.5,34.5,36.5,68,3.5,1003,19,0,Clouds
Aligarh,2026-04-02,29.4,36.4,32.4,34.4,53,7.4,1008,29,0,Clouds
Aligarh,2026-04-03,29.9,36.9,32.9,34.9,82,3.3,1004,14,0,Mist
Jhansi,2026-03-30,32.5,39.5,35.5,37.5,62,7.2,1011,1,0,Clear
Jhansi,2026-03-31,35.7,42.7,38.7,40.7,82,6.3,1009,36,0,Clear
Jhansi,2026-04-01,33.4,40.4,36.4,38.4,83,4.9,1009,2,0,Mist
Jhansi,2026-04-02,34.7,41.7,37.7,39.7,56,4.1,1002,65,0,Clouds
Jhansi,2026-04-03,34.1,41.1,37.1,39.1,79,3.8,1011,34,0,Clear
Ayodhya,2026-03-30,29.7,36.7,32.7,34.7,67,4,1014,50,5.1,Rain
Ayodhya,2026-03-31,29,36,32,34,74,5.4,1007,18,0,Clouds
Ayodhya,2026-04-01,30.5,37.5,33.5,35.5,64,3.4,1002,1,0,Haze
Ayodhya,2026-04-02,30,37,33,35,50,7.3,1015,67,0,Clouds
Ayodhya,2026-04-03,31.5,38.5,34.5,36.5,76,2.7,1001,26,0,Haze
Varanasi,2026-03-30,30.4,37.4,33.4,35.4,67,5.6,1010,22,0,Clear
Varanasi,2026-03-31,32.9,39.9,35.9,37.9,60,4.1,1010,52,0,Clouds
Varanasi,2026-04-01,31.4,38.4,34.4,36.4,54,2.9,1001,14,8.2,Rain
Varanasi,2026-04-02,28.3,35.3,31.3,33.3,82,3.3,1009,37,0,Clouds
Varanasi,2026-04-03,30.2,37.2,33.2,35.2,83,4.6,1005,13,0,Mist
Gorakhpur,2026-03-30,32,39,35,37,63,3.4,1008,45,0,Mist
Gorakhpur,2026-03-31,32.7,39.7,35.7,37.7,82,7.2,1009,17,0,Haze
Gorakhpur,2026-04-01,30.9,37.9,33.9,35.9,65,2.8,1011,46,0,Haze
Gorakhpur,2026-04-02,30,37,33,35,69,4,1004,29,0,Clouds
Gorakhpur,2026-04-03,32.5,39.5,35.5,37.5,80,3.9,1009,15,0,Mist
Mathura,2026-03-30,32,39,35,37,68,3.9,1013,32,0,Mist
Mathura,2026-03-31,36.2,43.2,39.2,41.2,78,3.6,1014,29,11.6,Rain
Mathura,2026-04-01,31.7,38.7,34.7,36.7,50,4.4,1009,25,6.8,Rain
Mathura,2026-04-02,31.2,38.2,34.2,36.2,59,6.3,1016,64,0,Haze
Mathura,2026-04-03,34.6,41.6,37.6,39.6,84,7.3,1010,43,0,Mist
Muzaffarnagar,2026-03-30,29.8,36.8,32.8,34.8,69,6.9,1007,22,0,Clouds
Muzaffarnagar,2026-03-31,30.1,37.1,33.1,35.1,63,7.3,1002,4,0,Clear
Muzaffarnagar,2026-04-01,32.6,39.6,35.6,37.6,69,7.4,1006,32,3,Rain
Muzaffarnagar,2026-04-02,31.2,38.2,34.2,36.2,65,3.9,1000,15,0,Clouds
Muzaffarnagar,2026-04-03,32.1,39.1,35.1,37.1,71,5.4,1000,65,0,Clear
Ghaziabad,2026-03-30,31.7,38.7,34.7,36.7,81,3.3,1001,64,0,Clear
Ghaziabad,2026-03-31,35,42,38,40,52,4.5,1005,0,3.3,Rain
Ghaziabad,2026-04-01,33,40,36,38,70,7.1,1017,4,0,Clear
Ghaziabad,2026-04-02,34.9,41.9,37.9,39.9,82,6.4,1006,53,0,Clear
Ghaziabad,2026-04-03,29.3,36.3,32.3,34.3,70,6.7,1014,14,0,Haze
Saharanpur,2026-03-30,30.7,37.7,33.7,35.7,68,4.9,1006,13,0,Mist
Saharanpur,2026-03-31,30.3,37.3,33.3,35.3,76,6.7,1007,11,0,Clouds
Saharanpur,2026-04-01,29.6,36.6,32.6,34.6,72,5,1015,7,0,Clear
Saharanpur,2026-04-02,30.3,37.3,33.3,35.3,57,4.1,1009,30,5.8,Rain
Saharanpur,2026-04-03,31.3,38.3,34.3,36.3,53,4.3,1007,24,7.2,Rain
Bijnor,2026-03-30,30.1,37.1,33.1,35.1,78,6.8,1000,21,0,Clouds
Bijnor,2026-03-31,30.6,37.6,33.6,35.6,75,2.3,1003,69,0,Clouds
Bijnor,2026-04-01,31.7,38.7,34.7,36.7,75,4.1,1008,62,0,Clouds
Bijnor,2026-04-02,30.3,37.3,33.3,35.3,53,2.3,1004,48,1.9,Rain
Bijnor,2026-04-03,27.1,34.1,30.1,32.1,82,7.6,1007,40,0,Mist
Rampur,2026-03-30,34,41,37,39,65,6.7,1004,31,0,Haze
Rampur,2026-03-31,30.4,37.4,33.4,35.4,72,3.8,1004,50,0,Clouds
Rampur,2026-04-01,28.8,35.8,31.8,33.8,54,2.6,1000,35,0,Haze
Rampur,2026-04-02,29.1,36.1,32.1,34.1,70,6.3,1014,40,4.9,Rain
